ID_Cliente,ID_Territorio,ID_Bodega,ID_SKU,Familia_SKU,Cantidad_Facturada,Monto_Facturado $,Fecha_Pedido,Fecha_Entrega
01013,4,001,23005.0,,3300.0,,2019-01-12,2019-01-17
01013,4,001,23011.0,,1650.0,,2019-01-03,2019-01-06
01013,4,001,23011.0,,1650.0,,2019-01-12,2019-01-15
01007,4,001,23013.0,,1650.0,,2019-01-02,2019-01-07
01007,4,001,23005.0,,1650.0,,2019-01-11,2019-01-15
01007,4,001,23005.0,,1650.0,,2019-01-27,2019-01-29
01018,4,001,23013.0,,1250.0,,2019-01-08,2019-01-13
01018,4,001,23005.0,,900.0,,2019-01-14,2019-01-18
01018,4,001,23011.0,,250.0,,2019-01-23,2019-01-25
01018,4,001,23006.0,,100.0,,2019-01-09,2019-01-14
01018,4,001,23007.0,,50.0,,2019-01-23,2019-01-25
01018,4,001,23006.0,,50.0,,2019-01-26,2019-01-29
01016,5,001,23005.0,,14850.0,,2019-01-02,2019-01-05
01015,5,001,23004.0,,11775.0,,2019-01-11,2019-01-16
01016,5,001,23005.0,,8250.0,,2019-01-12,2019-01-16
01015,5,001,23009.0,,4950.0,,2019-01-22,2019-01-25
01009,5,001,23005.0,,3300.0,,2019-01-31,2019-02-02
01015,5,001,23012.0,,1650.0,,2019-01-17,2019-01-21
01009,5,001,23004.0,,1650.0,,2019-01-05,2019-01-09
01015,5,001,23004.0,,1650.0,,2019-01-12,2019-01-15
01015,5,001,23004.0,,1650.0,,2019-01-26,2019-01-29
01009,5,001,23004.0,,1650.0,,2019-01-12,2019-01-16
01015,5,001,23012.0,,775.0,,2019-01-13,2019-01-18
01014,6,001,23008.0,,9900.0,,2019-01-24,2019-01-29
01014,6,001,23008.0,,8250.0,,2019-01-28,2019-02-01
01027,6,002,23005.0,,4950.0,,2019-01-24,2019-01-28
01028,6,002,23008.0,,4450.0,,2019-01-24,2019-01-26
01028,6,002,23008.0,,4125.0,,2019-01-21,2019-01-23
01028,6,002,23008.0,,4125.0,,2019-01-08,2019-01-11
01014,6,001,23006.0,,3300.0,,2019-01-14,2019-01-17
01033,6,002,23017.0,,1650.0,,2019-01-05,2019-01-10
01034,6,002,23005.0,,1700.0,,2019-01-29,2019-01-31
01034,6,002,23005.0,,1650.0,,2019-01-29,2019-01-31
01034,6,002,23005.0,,1650.0,,2019-01-10,2019-01-15
01035,6,002,23001.0,,1750.0,,2019-01-22,2019-01-27
01035,6,002,23001.0,,1500.0,,2019-01-09,2019-01-14
01036,6,002,23007.0,,850.0,,2019-01-09,2019-01-13
01033,6,002,23016.0,,550.0,,2019-01-14,2019-01-18
01039,6,002,23011.0,,150.0,,2019-01-26,2019-01-28
01036,6,002,23007.0,,100.0,,2019-01-09,2019-01-12
01014,6,001,23005.0,,-1650.0,,2019-01-18,2019-01-22
01014,6,001,23005.0,,-13200.0,,2019-01-09,2019-01-11
01014,6,001,23005.0,,-14850.0,,2019-01-20,2019-01-22
01017,7,001,23007.0,,9900.0,,2019-01-07,2019-01-12
01024,7,001,23008.0,,7500.0,,2019-01-08,2019-01-11
01024,7,001,23008.0,,6250.0,,2019-01-21,2019-01-24
01026,7,002,23008.0,,5000.0,,2019-01-26,2019-01-30
01029,7,002,23005.0,,4850.0,,2019-01-30,2019-02-03
01029,7,002,23013.0,,3750.0,,2019-01-09,2019-01-11
01017,7,001,23008.0,,3300.0,,2019-01-13,2019-01-16
01029,7,001,23008.0,,2500.0,,2019-01-27,2019-01-29
01024,7,001,23008.0,,2500.0,,2019-01-20,2019-01-22
01029,7,001,23003.0,,2500.0,,2019-01-19,2019-01-23
01029,7,001,23005.0,,2500.0,,2019-01-30,2019-02-04
01029,7,001,23008.0,,1650.0,,2019-01-24,2019-01-29
01017,7,001,23008.0,,1650.0,,2019-01-11,2019-01-15
01029,7,001,23003.0,,1650.0,,2019-01-15,2019-01-18
01024,7,001,23002.0,,1650.0,,2019-01-24,2019-01-27
01029,7,001,23005.0,,1700.0,,2019-01-30,2019-02-02
01029,7,001,23005.0,,1650.0,,2019-01-13,2019-01-15
01017,7,001,23005.0,,1650.0,,2019-01-10,2019-01-13
01029,7,002,23004.0,,1650.0,,2019-01-05,2019-01-09
01029,7,002,23004.0,,1650.0,,2019-01-14,2019-01-19
01017,7,001,23005.0,,1425.0,,2019-01-30,2019-02-04
01029,7,002,23011.0,,750.0,,2019-01-25,2019-01-27
01029,7,002,23013.0,,625.0,,2019-01-09,2019-01-13
01029,7,001,23007.0,,400.0,,2019-01-25,2019-01-30
01026,7,002,23020.0,,40.0,,2019-01-12,2019-01-17
01017,7,001,23020.0,,10.0,,2019-01-15,2019-01-20
01017,7,001,23018.0,,10.0,,2019-01-11,2019-01-15
01023,8,001,23003.0,,7500.0,,2019-01-27,2019-01-29
01032,8,001,23011.0,,1500.0,,2019-01-22,2019-01-26
01023,8,001,23007.0,,1650.0,,2019-01-07,2019-01-12
01023,8,001,23005.0,,1875.0,,2019-01-01,2019-01-04
01025,8,001,23005.0,,1650.0,,2019-01-05,2019-01-08
01032,8,001,23006.0,,1500.0,,2019-01-24,2019-01-27
01025,8,001,23005.0,,500.0,,2019-01-09,2019-01-13
01023,8,001,23005.0,,325.0,,2019-01-02,2019-01-05
01023,8,001,23005.0,,300.0,,2019-01-29,2019-02-03
01001,1,001,23008.0,,24750.0,,2019-01-03,2019-01-07
01051,1,001,23008.0,,9700.0,,2019-01-31,2019-02-05
01001,1,001,23006.0,,9900.0,,2019-01-08,2019-01-13
01051,1,001,23004.0,,10100.0,,2019-01-15,2019-01-18
01001,1,001,23004.0,,9900.0,,2019-01-25,2019-01-28
01001,1,001,23003.0,,6600.0,,2019-01-30,2019-02-02
01048,1,001,23005.0,,6600.0,,2019-01-13,2019-01-18
01001,1,001,23007.0,,4950.0,,2019-01-06,2019-01-09
01048,1,001,23008.0,,4950.0,,2019-01-19,2019-01-24
01001,1,001,23008.0,,4950.0,,2019-01-13,2019-01-18
01001,1,001,23011.0,,3300.0,,2019-01-14,2019-01-19
01001,1,001,23004.0,,4950.0,,2019-01-27,2019-01-31
01056,1,002,23003.0,,3750.0,,2019-01-16,2019-01-19
01001,1,001,23007.0,,3300.0,,2019-01-27,2019-01-31
01048,1,001,23002.0,,3300.0,,2019-01-02,2019-01-06
01031,1,002,23003.0,,1925.0,,2019-01-10,2019-01-12
01048,1,001,23008.0,,1650.0,,2019-01-14,2019-01-16
01043,1,001,23008.0,,1650.0,,2019-01-23,2019-01-25
01056,1,002,23004.0,,1925.0,,2019-01-21,2019-01-23
01056,1,002,23004.0,,1750.0,,2019-01-13,2019-01-17
01051,1,001,23004.0,,1650.0,,2019-01-14,2019-01-19
01001,1,001,23004.0,,1650.0,,2019-01-23,2019-01-26
01001,1,001,23019.0,,200.0,,2019-01-12,2019-01-14
01041,3,001,23002.0,,29700.0,,2019-01-31,2019-02-05
01045,3,001,23002.0,,24750.0,,2019-01-14,2019-01-16
01045,3,001,23017.0,,11550.0,,2019-01-08,2019-01-13
01054,3,001,23002.0,,6600.0,,2019-01-28,2019-02-01
01045,3,001,23024.0,,4950.0,,2019-01-26,2019-01-30
01045,3,001,23017.0,,4950.0,,2019-01-06,2019-01-10
01045,3,001,23014.0,,3300.0,,2019-01-02,2019-01-05
01045,3,001,23014.0,,3300.0,,2019-01-31,2019-02-02
01045,3,001,23024.0,,1650.0,,2019-01-29,2019-02-02
01054,3,001,23008.0,,1650.0,,2019-01-24,2019-01-28
01054,3,001,23002.0,,1650.0,,2019-01-27,2019-01-31
01064,3,001,23011.0,,500.0,,2019-01-06,2019-01-11
01052,4,001,23012.0,,6600.0,,2019-01-06,2019-01-10
01050,4,001,23022.0,,6600.0,,2019-01-25,2019-01-29
01055,4,001,23022.0,,5550.0,,2019-01-04,2019-01-09
01055,4,001,23022.0,,4950.0,,2019-01-29,2019-02-03
01052,4,001,23011.0,,1650.0,,2019-01-14,2019-01-19
01050,4,001,23024.0,,1650.0,,2019-01-09,2019-01-13
01055,4,001,23024.0,,1650.0,,2019-01-02,2019-01-06
01061,4,001,23022.0,,1400.0,,2019-01-13,2019-01-16
01052,4,001,23012.0,,900.0,,2019-01-20,2019-01-22
01050,4,001,23022.0,,1000.0,,2019-01-18,2019-01-22
01050,4,001,23003.0,,950.0,,2019-01-09,2019-01-14
01061,4,001,23022.0,,50.0,,2019-01-21,2019-01-26
01009,5,001,23006.0,,14850.0,,2019-01-18,2019-01-22
01016,5,001,23007.0,,10800.0,,2019-01-09,2019-01-14
01016,5,001,23023.0,,13200.0,,2019-01-25,2019-01-29
01009,5,001,23002.0,,9900.0,,2019-01-05,2019-01-09
01009,5,001,23008.0,,4950.0,,2019-01-06,2019-01-09
01016,5,001,23008.0,,4950.0,,2019-01-14,2019-01-16
01009,5,001,23008.0,,3300.0,,2019-01-29,2019-02-02
01038,5,002,23005.0,,3300.0,,2019-01-13,2019-01-15
01016,5,001,23013.0,,1650.0,,2019-01-21,2019-01-24
01016,5,001,23005.0,,1650.0,,2019-01-01,2019-01-06
01038,5,002,23005.0,,1650.0,,2019-01-27,2019-01-31
01059,6,002,23005.0,,1650.0,,2019-01-07,2019-01-12
01028,6,002,23005.0,,1625.0,,2019-01-04,2019-01-08
01062,6,002,23008.0,,1250.0,,2019-01-29,2019-02-02
01066,6,002,23007.0,,375.0,,2019-01-13,2019-01-15
01066,6,002,23011.0,,200.0,,2019-01-29,2019-02-01
01059,6,002,23005.0,,300.0,,2019-01-04,2019-01-08
01028,6,002,23018.0,,50.0,,2019-01-11,2019-01-16
01035,6,002,23013.0,,125.0,,2019-01-17,2019-01-21
01044,7,001,23002.0,,8250.0,,2019-01-30,2019-02-03
01053,7,002,23002.0,,6700.0,,2019-01-26,2019-01-30
01017,7,001,23004.0,,6600.0,,2019-01-28,2019-02-02
01017,7,001,23004.0,,6600.0,,2019-01-22,2019-01-26
01017,7,001,23004.0,,6600.0,,2019-01-27,2019-01-29
01044,7,001,23002.0,,4950.0,,2019-01-22,2019-01-26
01029,7,001,23003.0,,5000.0,,2019-01-23,2019-01-25
01029,7,001,23008.0,,4600.0,,2019-01-22,2019-01-24
01029,7,002,23008.0,,4050.0,,2019-01-28,2019-01-31
01029,7,002,23008.0,,3750.0,,2019-01-05,2019-01-10
01029,7,002,23008.0,,3750.0,,2019-01-14,2019-01-19
01029,7,002,23008.0,,3750.0,,2019-01-13,2019-01-18
01053,7,002,23002.0,,3300.0,,2019-01-01,2019-01-05
01044,7,001,23011.0,,1650.0,,2019-01-03,2019-01-08
01029,7,001,23003.0,,1875.0,,2019-01-18,2019-01-22
01044,7,001,23002.0,,1650.0,,2019-01-29,2019-01-31
01029,7,001,23005.0,,1650.0,,2019-01-04,2019-01-08
01029,7,002,23025.0,,1175.0,,2019-01-26,2019-01-29
01029,7,001,23007.0,,1250.0,,2019-01-26,2019-01-30
01029,7,001,23008.0,,1250.0,,2019-01-12,2019-01-17
01029,7,001,23003.0,,625.0,,2019-01-05,2019-01-10
01029,7,001,23007.0,,375.0,,2019-01-29,2019-02-02
01029,7,001,23005.0,,450.0,,2019-01-08,2019-01-10
01046,8,001,23017.0,,20950.0,,2019-01-03,2019-01-08
01040,8,001,23012.0,,13200.0,,2019-01-22,2019-01-24
01046,8,001,23016.0,,8250.0,,2019-01-08,2019-01-10
01040,8,001,23017.0,,8575.0,,2019-01-20,2019-01-24
01040,8,001,23012.0,,3300.0,,2019-01-15,2019-01-18
01057,8,001,23007.0,,3300.0,,2019-01-19,2019-01-21
01032,8,001,23011.0,,1500.0,,2019-01-25,2019-01-30
01040,8,001,23024.0,,1650.0,,2019-01-22,2019-01-26
01049,8,001,23002.0,,1650.0,,2019-01-23,2019-01-28
01057,8,001,23005.0,,1650.0,,2019-01-27,2019-01-31
01032,8,001,23006.0,,1500.0,,2019-01-07,2019-01-12
01032,8,001,23007.0,,1200.0,,2019-01-21,2019-01-26
01063,8,001,23011.0,,775.0,,2019-01-16,2019-01-19
01047,8,001,23006.0,,900.0,,2019-01-09,2019-01-14
01049,8,001,23002.0,,850.0,,2019-01-01,2019-01-06
01046,8,001,23016.0,,500.0,,2019-01-27,2019-01-29
01063,8,001,23011.0,,350.0,,2019-01-08,2019-01-13
01065,8,001,23019.0,,100.0,,2019-01-04,2019-01-09
01040,8,001,23012.0,,250.0,,2019-01-21,2019-01-26
01057,8,001,23007.0,,150.0,,2019-01-26,2019-01-28
01047,8,001,23006.0,,150.0,,2019-01-12,2019-01-14
01001,1,001,23008.0,,9900.0,,2019-01-25,2019-01-30
01001,1,001,23003.0,,9900.0,,2019-01-20,2019-01-25
01056,1,002,23007.0,,7500.0,,2019-01-13,2019-01-15
01001,1,001,23003.0,,4950.0,,2019-01-30,2019-02-04
01001,1,001,23003.0,,4950.0,,2019-01-26,2019-01-28
01083,1,002,23005.0,,4850.0,,2019-01-04,2019-01-07
01056,1,002,23028.0,,1300.0,,2019-01-24,2019-01-29
01056,1,002,23002.0,,3300.0,,2019-01-20,2019-01-23
01086,1,002,23007.0,,2500.0,,2019-01-02,2019-01-07
01087,1,002,23007.0,,2300.0,,2019-01-02,2019-01-04
01089,1,002,23024.0,,1725.0,,2019-01-30,2019-02-03
01056,1,002,23028.0,,700.0,,2019-01-19,2019-01-24
01001,1,001,23003.0,,1650.0,,2019-01-06,2019-01-09
01001,1,001,23003.0,,1650.0,,2019-01-10,2019-01-13
01056,1,002,23002.0,,1650.0,,2019-01-16,2019-01-18
01087,1,002,23005.0,,1500.0,,2019-01-15,2019-01-20
01056,1,002,23002.0,,950.0,,2019-01-06,2019-01-08
01086,1,002,23005.0,,900.0,,2019-01-26,2019-01-31
01086,1,002,23013.0,,250.0,,2019-01-08,2019-01-12
01083,1,002,23005.0,,150.0,,2019-01-18,2019-01-21
01086,1,002,23005.0,,100.0,,2019-01-31,2019-02-04
01041,3,001,23006.0,,19800.0,,2019-01-19,2019-01-24
01003,3,001,23002.0,,16500.0,,2019-01-02,2019-01-07
01045,3,001,23002.0,,13200.0,,2019-01-13,2019-01-17
01076,3,001,23006.0,,9900.0,,2019-01-31,2019-02-04
01041,3,001,23006.0,,9900.0,,2019-01-05,2019-01-08
01003,3,001,23002.0,,8250.0,,2019-01-10,2019-01-15
01003,3,001,23002.0,,8250.0,,2019-01-06,2019-01-11
01045,3,001,23002.0,,8250.0,,2019-01-02,2019-01-06
01030,3,001,23008.0,,6600.0,,2019-01-10,2019-01-12
01022,3,001,23002.0,,4950.0,,2019-01-31,2019-02-02
01003,3,001,23002.0,,4950.0,,2019-01-19,2019-01-24
01081,3,001,23006.0,,4950.0,,2019-01-22,2019-01-25
01041,3,001,23006.0,,4950.0,,2019-01-27,2019-01-31
01081,3,001,23006.0,,4950.0,,2019-01-14,2019-01-17
01041,3,001,23006.0,,4950.0,,2019-01-04,2019-01-06
01003,3,001,23014.0,,3300.0,,2019-01-26,2019-01-29
01085,3,001,23020.0,,660.0,,2019-01-24,2019-01-28
01081,3,001,23006.0,,2500.0,,2019-01-23,2019-01-26
01022,3,001,23002.0,,1650.0,,2019-01-21,2019-01-26
01003,3,001,23002.0,,1650.0,,2019-01-26,2019-01-29
01003,3,001,23002.0,,1650.0,,2019-01-10,2019-01-14
01022,3,001,23002.0,,1300.0,,2019-01-06,2019-01-08
01076,3,001,23006.0,,850.0,,2019-01-28,2019-01-30
01092,3,001,23013.0,,125.0,,2019-01-11,2019-01-15
01076,3,001,23008.0,,100.0,,2019-01-24,2019-01-26
01081,3,001,23006.0,,100.0,,2019-01-15,2019-01-20
01069,4,001,23017.0,,26400.0,,2019-01-06,2019-01-11
01070,4,001,23014.0,,19800.0,,2019-01-13,2019-01-15
01070,4,001,23024.0,,10000.0,,2019-01-21,2019-01-24
01078,4,001,23002.0,,8250.0,,2019-01-23,2019-01-27
01069,4,001,23002.0,,6200.0,,2019-01-22,2019-01-25
01070,4,001,23013.0,,5000.0,,2019-01-18,2019-01-21
01070,4,001,23014.0,,4950.0,,2019-01-04,2019-01-07
01078,4,001,23002.0,,3300.0,,2019-01-14,2019-01-17
01070,4,001,23002.0,,3300.0,,2019-01-17,2019-01-19
01070,4,001,23017.0,,425.0,,2019-01-23,2019-01-25
01070,4,001,23017.0,,75.0,,2019-01-22,2019-01-24
01069,4,001,23014.0,,50.0,,2019-01-27,2019-02-01
01016,5,001,23005.0,,11550.0,,2019-01-25,2019-01-30
01016,5,001,23003.0,,9900.0,,2019-01-07,2019-01-11
01009,5,001,23003.0,,8250.0,,2019-01-05,2019-01-09
01009,5,001,23009.0,,4950.0,,2019-01-18,2019-01-20
01016,5,001,23005.0,,3300.0,,2019-01-05,2019-01-07
01016,5,001,23005.0,,3300.0,,2019-01-05,2019-01-10
01009,5,001,23009.0,,3300.0,,2019-01-03,2019-01-06
01009,5,001,23018.0,,450.0,,2019-01-18,2019-01-23
01009,5,001,23008.0,,1650.0,,2019-01-14,2019-01-16
01016,5,001,23003.0,,1650.0,,2019-01-21,2019-01-25
01016,5,001,23005.0,,1650.0,,2019-01-31,2019-02-04
01016,5,001,23004.0,,1100.0,,2019-01-05,2019-01-08
01016,5,001,23005.0,,550.0,,2019-01-10,2019-01-15
01014,6,001,23002.0,,14850.0,,2019-01-28,2019-01-31
01014,6,001,23002.0,,14850.0,,2019-01-19,2019-01-21
01014,6,001,23008.0,,9900.0,,2019-01-04,2019-01-09
01014,6,001,23017.0,,8250.0,,2019-01-09,2019-01-11
01014,6,001,23017.0,,8250.0,,2019-01-17,2019-01-20
01014,6,001,23007.0,,6600.0,,2019-01-15,2019-01-18
01077,6,002,23006.0,,3750.0,,2019-01-30,2019-02-02
01014,6,001,23008.0,,3300.0,,2019-01-17,2019-01-21
01075,6,002,23006.0,,1650.0,,2019-01-26,2019-01-28
01014,6,001,23004.0,,1650.0,,2019-01-10,2019-01-12
01014,6,001,23004.0,,1650.0,,2019-01-03,2019-01-07
01091,6,002,23007.0,,1000.0,,2019-01-17,2019-01-22
01077,6,002,23007.0,,750.0,,2019-01-14,2019-01-18
01088,6,002,23007.0,,625.0,,2019-01-10,2019-01-15
01072,7,002,23004.0,,16700.0,,2019-01-08,2019-01-13
01080,7,002,23004.0,,9250.0,,2019-01-31,2019-02-03
01029,7,002,23008.0,,3750.0,,2019-01-22,2019-01-25
01080,7,002,23004.0,,4425.0,,2019-01-16,2019-01-18
01029,7,002,23007.0,,3300.0,,2019-01-25,2019-01-27
01080,7,002,23004.0,,3300.0,,2019-01-07,2019-01-10
01080,7,002,23004.0,,2400.0,,2019-01-01,2019-01-06
01029,7,002,23005.0,,2100.0,,2019-01-26,2019-01-28
01080,7,002,23003.0,,1650.0,,2019-01-24,2019-01-29
01029,7,002,23003.0,,1625.0,,2019-01-21,2019-01-23
01029,7,002,23011.0,,500.0,,2019-01-21,2019-01-25
01080,7,002,23004.0,,825.0,,2019-01-08,2019-01-10
01029,7,002,23007.0,,450.0,,2019-01-26,2019-01-29
01067,8,001,23017.0,,18150.0,,2019-01-24,2019-01-28
01040,8,001,23017.0,,13200.0,,2019-01-04,2019-01-08
01040,8,001,23017.0,,11550.0,,2019-01-24,2019-01-28
01067,8,001,23017.0,,11550.0,,2019-01-20,2019-01-23
01067,8,001,23017.0,,11550.0,,2019-01-28,2019-02-02
01040,8,001,23014.0,,8250.0,,2019-01-20,2019-01-23
01040,8,001,23017.0,,8250.0,,2019-01-15,2019-01-18
01067,8,001,23017.0,,8250.0,,2019-01-25,2019-01-29
01046,8,001,23017.0,,8250.0,,2019-01-14,2019-01-18
01079,8,001,23002.0,,6750.0,,2019-01-13,2019-01-15
01079,8,001,23002.0,,4950.0,,2019-01-10,2019-01-15
01079,8,001,23002.0,,4950.0,,2019-01-31,2019-02-05
01040,8,001,23017.0,,4950.0,,2019-01-04,2019-01-09
01040,8,001,23017.0,,4950.0,,2019-01-10,2019-01-12
01067,8,001,23017.0,,4950.0,,2019-01-26,2019-01-29
01046,8,001,23016.0,,3300.0,,2019-01-13,2019-01-17
01040,8,001,23018.0,,1000.0,,2019-01-02,2019-01-07
01079,8,001,23002.0,,3300.0,,2019-01-03,2019-01-06
01067,8,001,23017.0,,3300.0,,2019-01-01,2019-01-04
01067,8,001,23017.0,,3300.0,,2019-01-16,2019-01-20
01084,8,001,23005.0,,3300.0,,2019-01-25,2019-01-29
01046,8,001,23016.0,,1400.0,,2019-01-22,2019-01-27
01067,8,001,23018.0,,200.0,,2019-01-07,2019-01-11
01046,8,001,23017.0,,250.0,,2019-01-21,2019-01-25
01097,1,001,23008.0,,8400.0,,2019-01-10,2019-01-12
01097,1,001,23002.0,,8475.0,,2019-01-27,2019-01-31
01097,1,001,23002.0,,4800.0,,2019-01-03,2019-01-06
01056,1,002,23002.0,,3750.0,,2019-01-01,2019-01-03
01056,1,002,23002.0,,1250.0,,2019-01-25,2019-01-30
01097,1,001,23002.0,,575.0,,2019-01-05,2019-01-08
01022,3,001,23002.0,,8250.0,,2019-01-26,2019-01-29
01022,3,001,23002.0,,8000.0,,2019-01-11,2019-01-14
01054,3,001,23002.0,,6600.0,,2019-01-20,2019-01-24
01030,3,001,23008.0,,4950.0,,2019-01-23,2019-01-25
01054,3,001,23002.0,,3300.0,,2019-01-07,2019-01-09
01030,3,001,23008.0,,2550.0,,2019-01-23,2019-01-25
01093,4,001,23017.0,,19800.0,,2019-01-14,2019-01-17
01095,4,001,23002.0,,11575.0,,2019-01-07,2019-01-09
01093,4,001,23017.0,,4950.0,,2019-01-12,2019-01-15
01095,4,001,23014.0,,3100.0,,2019-01-23,2019-01-27
01093,4,001,23017.0,,1650.0,,2019-01-06,2019-01-11
01093,4,001,23017.0,,1650.0,,2019-01-01,2019-01-06
01093,4,001,23002.0,,1575.0,,2019-01-18,2019-01-22
01093,4,001,23002.0,,75.0,,2019-01-19,2019-01-21
01009,5,001,23008.0,,6600.0,,2019-01-04,2019-01-08
01009,5,001,23003.0,,3300.0,,2019-01-23,2019-01-27
01009,5,001,23005.0,,3300.0,,2019-01-04,2019-01-07
01009,5,001,23006.0,,1650.0,,2019-01-31,2019-02-05
01028,6,002,23005.0,,250.0,,2019-01-17,2019-01-22
01094,7,001,23004.0,,21450.0,,2019-01-20,2019-01-25
01094,7,001,23008.0,,7500.0,,2019-01-07,2019-01-10
01094,7,001,23013.0,,5000.0,,2019-01-03,2019-01-08
01094,7,001,23004.0,,6600.0,,2019-01-04,2019-01-06
01029,7,002,23006.0,,3600.0,,2019-01-30,2019-02-03
01029,7,002,23008.0,,2500.0,,2019-01-05,2019-01-07
01029,7,002,23002.0,,2500.0,,2019-01-11,2019-01-14
01094,7,001,23004.0,,2050.0,,2019-01-28,2019-01-31
01094,7,001,23004.0,,1650.0,,2019-01-23,2019-01-25
01094,7,001,23004.0,,800.0,,2019-01-07,2019-01-10
01098,7,002,23018.0,,80.0,,2019-01-07,2019-01-12
01098,7,002,23008.0,,250.0,,2019-01-16,2019-01-20
01029,7,002,23003.0,,225.0,,2019-01-06,2019-01-08
01029,7,002,23006.0,,150.0,,2019-01-09,2019-01-14
01096,8,001,23006.0,,10250.0,,2019-01-31,2019-02-05
01096,8,001,23006.0,,4950.0,,2019-01-09,2019-01-13
01096,8,001,23006.0,,2750.0,,2019-01-11,2019-01-13
01096,8,001,23011.0,,875.0,,2019-01-31,2019-02-04
01001,1,001,23007.0,,8250.0,,2019-01-08,2019-01-13
01001,1,001,23006.0,,8250.0,,2019-01-07,2019-01-09
01001,1,001,23004.0,,6600.0,,2019-01-17,2019-01-22
01048,1,001,23004.0,,6600.0,,2019-01-12,2019-01-14
01001,1,001,23007.0,,4950.0,,2019-01-24,2019-01-29
01001,1,001,23019.0,,990.0,,2019-01-18,2019-01-22
01001,1,001,23004.0,,4950.0,,2019-01-21,2019-01-26
01048,1,001,23003.0,,3300.0,,2019-01-08,2019-01-11
01001,1,001,23004.0,,3300.0,,2019-01-18,2019-01-23
01001,1,001,23001.0,,3300.0,,2019-01-26,2019-01-31
01001,1,001,23001.0,,3300.0,,2019-01-01,2019-01-04
01001,1,001,23012.0,,1650.0,,2019-01-26,2019-01-31
01089,1,002,23024.0,,1575.0,,2019-01-10,2019-01-15
01001,1,001,23007.0,,1650.0,,2019-01-02,2019-01-04
01001,1,001,23006.0,,1650.0,,2019-01-24,2019-01-28
01048,1,001,23004.0,,1650.0,,2019-01-27,2019-01-30
01001,1,001,23004.0,,1650.0,,2019-01-12,2019-01-17
01001,1,001,23004.0,,1650.0,,2019-01-26,2019-01-31
01001,1,001,23001.0,,1650.0,,2019-01-15,2019-01-18
01089,1,002,23024.0,,425.0,,2019-01-26,2019-01-28
01076,3,001,23011.0,,9900.0,,2019-01-09,2019-01-14
01054,3,001,23008.0,,11550.0,,2019-01-09,2019-01-12
01081,3,001,23011.0,,8250.0,,2019-01-18,2019-01-21
01012,3,001,23003.0,,11300.0,,2019-01-09,2019-01-14
01021,3,001,23003.0,,7500.0,,2019-01-24,2019-01-26
01081,3,001,23003.0,,6600.0,,2019-01-11,2019-01-14
01012,3,001,23008.0,,4950.0,,2019-01-31,2019-02-04
01012,3,001,23003.0,,4950.0,,2019-01-14,2019-01-16
01076,3,001,23013.0,,3300.0,,2019-01-30,2019-02-02
01021,3,001,23003.0,,3300.0,,2019-01-09,2019-01-14
01021,3,001,23013.0,,2500.0,,2019-01-19,2019-01-24
01081,3,001,23011.0,,1650.0,,2019-01-26,2019-01-29
01110,3,001,23019.0,,300.0,,2019-01-22,2019-01-25
01076,3,001,23006.0,,1650.0,,2019-01-14,2019-01-17
